claimant_id,name,gender,age,marital_status,occupation,annual_income,credit_score,state,address,phone,bank_account_hash,policy_type,policy_tenure_years,prior_claims_count
CL000513,Julia Rose,Male,33,single,Teacher,55589.71,586,FL,"9044 Reese Meadows Suite 332, New Melanie, UT 21870",689-755-8770x0623,GB58SSVI26407608953012,full_coverage,4.4,0
CL000514,Amber Villarreal,Male,18,divorced,Mechanic,121921.47,679,TX,"138 Davis Trace, Thomasbury, IA 47143",(989)605-8108x01533,GB65ZGKM70277287156596,full_coverage,11.3,1
CL000515,Isabel Terry,Female,61,single,Administrative Assistant,79018.91,669,IL,"7595 Cherry Burg Suite 536, New Jennifer, CO 58580",748-454-1839,GB32WKEX52078821651192,liability_only,0.9,0
CL000516,Ronnie Brooks,Male,41,married,Retired,45397.99,711,IL,"2030 Thomas Lights Suite 730, West Stephanie, ID 96023",(532)612-4402x936,GB62UZZA94121805257959,liability_only,2.5,1
CL000517,Michelle Campbell,Male,44,divorced,Mechanic,57430.09,643,NY,"23254 Smith Plaza Apt. 134, West Laurie, VT 48589",413.939.9627x6861,GB03HJED12029138130149,full_coverage,3.8,0
CL000518,Kristina Martin,Female,26,married,Administrative Assistant,57791.57,726,FL,"881 Byrd Hollow, Ericville, GU 75510",799-808-2133,GB46RXWG17236670417103,liability_only,2.5,0
CL000519,Stephanie Davis,Male,20,married,Consultant,117948.08,649,CA,"351 James Streets, Hillshire, WV 69266",4273937145,GB45VJIY66872553681963,comprehensive,8.8,1
CL000520,Jonathan Farmer,Female,31,married,Retired,108070.85,548,FL,"13320 Joseph Union Suite 956, South Chasehaven, NJ 51729",(507)375-2572x316,GB33MAGV78110570399630,full_coverage,1.9,3
CL000521,Sergio Johnson,Female,40,single,Software Engineer,27039.74,674,IL,"2775 Owen Stream Suite 169, New Kelly, CT 10995",786.710.3579x727,GB05JTTL64122031030372,liability_only,0.1,0
CL000522,Lawrence Powell,Female,34,married,Teacher,72323.84,618,CA,"9323 Hannah Circle Apt. 715, Port Anthonyfort, VI 09112",708-963-3234x306,GB36JJWR88392375909722,full_coverage,0.9,0
CL000523,Stacy Gentry,Other,81,divorced,Retired,155814.05,587,OH,"585 Kelly Ways, East Christineville, MH 76012",(503)848-2367x88387,GB61SUGE38004364758466,full_coverage,2.5,1
CL000524,Denise Jordan,Male,77,married,Consultant,90019.94,676,NY,"63712 Richard Coves Suite 552, Castilloton, DE 34599",(484)308-1144x157,GB39WJWG61168611460361,liability_only,6.5,0
CL000525,Lawrence Ross,Male,31,single,Electrician,54416.56,792,PA,"USNS Diaz, FPO AE 87563",909-891-6340,GB23POVR71667417132231,liability_only,2.4,0
CL000526,Rachel Peterson,Male,46,married,Software Engineer,37729.28,597,IL,"5426 Noah Terrace Suite 377, West Lindsayborough, LA 89191",354-359-5660x030,GB94TNUE27238697421736,full_coverage,3.2,0
CL000527,Crystal Richardson,Male,63,single,Accountant,58324.01,733,MI,"570 Jonathan Tunnel, South Feliciastad, AZ 71751",613-664-0348,GB55GXPO00627959514295,comprehensive,1.8,2
CL000528,Louis Hughes,Female,51,single,Construction Worker,41844.65,766,OH,"302 Willie Gateway Apt. 242, East Michaelfort, CA 63004",500-662-9872,GB23NIXQ97100170781294,full_coverage,6.1,0
CL000529,Gail Sullivan,Male,66,single,Administrative Assistant,23834.86,695,PA,"49484 Holly Walk, Glennbury, MD 94038",(328)533-7287x567,GB08BENK64771158821870,liability_only,1.9,0
CL000530,Kelly Wheeler,Male,79,divorced,Truck Driver,133627.68,850,CA,"835 Luna Viaduct, East Curtis, KS 26357",001-278-450-8214x8628,GB96KQZH19971791100651,liability_only,3.1,0
CL000531,Nathan Smith,Male,23,married,Retail Worker,40232.95,598,CA,"80981 Sanchez Meadows Suite 203, Brookeville, MT 40768",001-997-954-2473x88523,GB82JRVX77007881253251,liability_only,1.3,0
CL000532,Paul Acosta,Other,68,married,Retail Worker,100880.66,622,PA,"226 Armstrong Prairie, New Robertfurt, MT 95923",7289653839,GB53CNJM82100370907037,comprehensive,3.6,0
CL000533,Amy Welch,Male,30,single,Business Owner,24472.25,620,OH,"693 Benjamin Union Apt. 983, Williamberg, TX 91628",001-967-648-7629x650,GB17VIZK65726765419828,liability_only,1.4,1
CL000534,Zachary Nelson,Female,31,married,Manager,48479.37,615,GA,"03452 Bruce Mews Apt. 693, East Davidfurt, TN 34014",(825)573-3090x740,GB96KCNQ52247675125837,full_coverage,26.9,0
CL000535,Laura Lucero,Female,33,single,Retail Worker,43020.98,782,TX,"66933 Travis Fort Apt. 422, Heidiburgh, WI 68610",572.337.2259,GB91BHZH70089423403704,full_coverage,3.1,0
CL000536,David Gill,Female,76,married,Sales Representative,122624.58,658,NC,"456 David Rue, Macdonaldtown, KY 61415",871.298.5176,GB83UUMJ55442157837926,liability_only,0.1,0
CL000537,Frank Reeves,Male,79,widowed,Retired,77067.61,692,MI,"96885 Jose Curve Apt. 903, Austinmouth, PW 89228",+1-883-731-5032x19859,GB33ZLYC02506668606734,comprehensive,0.2,0
CL000538,John Pitts PhD,Female,21,divorced,Nurse,62348.54,717,NC,"28959 Pamela Alley Apt. 852, Dwaynefort, MS 22638",380-401-3436,GB74HTTI95940389554656,full_coverage,0.5,0
CL000539,Marissa Gonzalez,Male,66,widowed,Truck Driver,157319.18,850,TX,"00210 Jill Mountain Apt. 663, West Jill, TN 60951",522.334.8749,GB06NVMA19109048866073,comprehensive,1.6,2
CL000540,Nichole Gutierrez,Male,49,single,Construction Worker,47066.11,747,NY,"281 Mark Turnpike Suite 774, Burnsburgh, WA 37187",816.845.8104x5734,GB18SJIP33878052890566,liability_only,0.1,0
CL000541,William Tran,Other,26,married,Truck Driver,30292.03,581,MI,"771 Tiffany Harbor Apt. 450, Romeroborough, NY 05819",(425)602-3089x9646,GB05HJYH54869521215603,liability_only,13.4,1
CL000542,Amy Boyd,Male,29,single,Chef,40680.7,816,NC,"6946 Smith Hills Apt. 376, Scottmouth, NE 96793",001-211-561-2215,GB04XSVM55868190041589,full_coverage,2.8,0
CL000543,Daniel Anderson,Female,43,married,Teacher,72786.8,643,MI,"13855 Katie Burg Apt. 957, Port April, CT 04586",224-857-1815,GB11XUZC94999136505519,full_coverage,4.6,0
CL000544,Robert Cochran,Female,36,single,Consultant,47506.53,699,MI,"718 Norton Park Apt. 708, Lake Larryberg, PA 27240",001-528-550-7196x129,GB41ECYG49522094003717,full_coverage,5.6,0
CL000545,Joseph Bailey Jr.,Female,51,single,Retail Worker,27153.51,645,PA,"6112 Mccormick Streets, Lake Antonio, IN 08305",(295)316-5712x1186,GB53RCDV23993302559879,comprehensive,4.3,1
CL000546,Brandy Patterson,Male,66,single,Retired,18065.86,771,MI,"5968 Megan Prairie, Schultzshire, WV 53527",+1-404-250-5211,GB22GZNA81641804460819,full_coverage,1.3,0
CL000547,Mr. Andrew Schroeder PhD,Female,57,single,Warehouse Worker,74176.87,644,OH,"71822 Arroyo Expressway, Allisonchester, IL 71187",+1-922-482-0055x7784,GB33MFBZ56341115950342,comprehensive,2.8,0
CL000548,Justin Baker,Female,76,married,Manager,63689.84,698,IL,"60958 Robert Curve Suite 456, Wheelerbury, TX 81534",250-339-4216,GB03DSZA21287809280414,liability_only,4.0,0
CL000549,Brendan Hurley,Female,19,single,Retired,70016.44,743,TX,"Unit 7286 Box 1746, DPO AP 42466",001-302-862-9761,GB73MEYX86603498246896,comprehensive,5.6,0
CL000550,Mr. James Gray,Female,73,married,Electrician,58789.9,687,PA,"402 Penny View Suite 231, West Earl, HI 27118",925-460-0858x94961,GB63DLBK20535313184560,full_coverage,1.0,0
CL000551,Tyler Hanson,Female,50,married,Police Officer,23862.91,702,GA,"22109 Nicole Wells, Sabrinabury, VA 14788",414-608-7834x377,GB67BYED16823137998181,comprehensive,1.3,0
CL000552,Toni Brock,Male,34,married,Accountant,54834.48,731,TX,"2657 Cochran Springs, Michaelfort, NV 37494",001-652-663-4888x23725,GB80XFEU53511788280503,full_coverage,7.4,0
CL000553,Jacob Spencer,Female,73,divorced,Consultant,40797.29,745,CA,"04767 James Lane Apt. 828, Evanshaven, NV 10859",001-320-775-3136x8593,GB09YYWE62107414430106,liability_only,2.0,1
CL000554,Thomas Kelly,Female,19,single,Nurse,45100.92,583,GA,"5744 Jason Ranch Suite 115, East Lori, FM 36759",001-272-296-9701,GB56XGZU43449975858618,liability_only,14.1,1
CL000555,Anna Cantu,Female,40,married,Freelancer,48451.28,578,NC,"215 Victor Glens, South Samuel, PW 29283",727.649.0331x22239,GB96RBOA47314836874777,full_coverage,4.9,0
CL000556,Jimmy Walker,Male,46,single,Retired,71713.54,670,MI,"0076 Fernando Plaza Apt. 128, North Bianca, IL 66488",(282)678-4726x43933,GB53XYLU96920666048531,full_coverage,8.6,0
CL000557,David Sloan,Female,79,married,Mechanic,29853.01,678,FL,"498 Daniel Pike Suite 651, West Howard, AK 51461",001-337-381-7048x3648,GB11WNXK95585942193793,comprehensive,12.4,0
CL000558,Christine Castaneda,Male,79,single,Teacher,29713.11,690,OH,"9727 Murray Pike Suite 775, West Kristina, NE 09925",541.274.9195,GB90RURZ42672339907615,liability_only,3.1,0
CL000559,Amanda Jones,Male,66,single,Sales Representative,27444.85,623,NY,"4804 White Flat, Bonillafort, RI 20985",001-214-699-0108x61647,GB53UZVT91573806799673,full_coverage,0.8,0
CL000560,Christopher Johnson,Female,33,single,Teacher,86576.21,845,GA,"644 Young Junction Apt. 507, New Carolynview, SC 73039",424.959.7155x793,GB26PSUE53756130015975,comprehensive,4.1,0
CL000561,Juan Herrera,Male,72,single,Manager,55631.57,693,MI,"08597 Shelly Parkway Suite 794, Lake Ruth, PR 54335",747-802-6327x676,GB67ZZIX58766949471553,comprehensive,0.3,0
CL000562,Jeremy King,Other,37,married,Police Officer,61421.12,615,OH,"240 Allen Park, New Deborah, OH 95524",789-665-3945x037,GB23RBYP80538338569329,comprehensive,3.6,1
CL000563,Jason James,Female,44,single,Student,105151.14,767,MI,"94383 Ali Locks Suite 881, Goodmanton, MS 98800",432-804-1250,GB48ZXEN58387963346746,full_coverage,3.3,0
CL000564,William Kramer,Male,53,married,Mechanic,170393.32,634,NC,"PSC 6033, Box 2739, APO AP 62699",415-992-0941x010,GB94NBPZ81951648497797,full_coverage,0.8,1
CL000565,Craig Young,Female,73,single,Software Engineer,133299.91,753,IL,"44357 Adams Mountains Apt. 505, South Anthony, WV 61756",3683756707,GB83FTFH61391237745998,comprehensive,4.0,0
CL000566,Toni Garcia,Male,66,single,Administrative Assistant,79126.85,673,NY,"76870 Rangel Parkways, South Bethton, SC 99307",(651)906-4070x7838,GB33QXIQ30348573654044,liability_only,2.7,1
CL000567,Karen Palmer,Male,26,divorced,Warehouse Worker,47834.7,708,OH,"78836 Sanchez Corner, Vasquezhaven, MD 98295",+1-284-544-0889x593,GB20FUBO56052699015230,full_coverage,3.9,1
CL000568,Lisa George,Male,67,married,Administrative Assistant,38216.25,762,PA,"30923 Atkinson Locks Suite 403, South Carlashire, DE 46798",302-773-2012x953,GB25AAJE31820682048109,comprehensive,7.7,0
CL000569,Walter Blankenship,Male,42,married,Consultant,25989.96,639,NY,"738 Ramos Views Suite 973, West Mariah, MA 84136",+1-853-681-5182x72382,GB78ESLD85255768815590,full_coverage,2.0,1
CL000570,Timothy Martinez,Male,73,married,Retired,66179.38,567,IL,"4876 Emma Junction Apt. 488, Brendaville, FM 93954",808-792-4464x03507,GB16LZLT35588108227754,full_coverage,3.9,1
CL000571,Russell Burton,Male,56,divorced,Accountant,67192.06,664,PA,"USNV Watson, FPO AE 48989",212-238-7249x3797,GB21PBWJ55948496741662,liability_only,4.7,0
CL000572,Justin French,Female,80,divorced,Accountant,35654.86,533,IL,"25593 Valenzuela Extension Suite 674, South Kevinberg, PW 20560",927.265.3145x1341,GB76BKJL58345595562168,full_coverage,0.8,0
CL000573,Mary Harris,Female,33,divorced,Police Officer,71120.91,717,IL,"668 Ann Tunnel Suite 049, North Wesleyton, LA 26836",371-955-7852,GB51SHHM86093160898885,full_coverage,6.1,1
CL000574,Allison Miller,Female,63,single,Nurse,68414.75,495,MI,"111 Randall Extensions, East Richardton, AZ 80597",001-533-939-6379x020,GB94QFUC88938447816766,full_coverage,1.0,1
CL000575,Stephen Gilmore,Female,63,single,Retail Worker,81622.71,670,OH,"348 Jacob Ferry, Grahamfort, KY 20017",001-864-540-4783x2796,GB04OTZU58187744992468,full_coverage,3.1,0
CL000576,Brandon Randolph,Male,66,single,Construction Worker,47004.6,779,IL,"953 Lisa Isle, Powellberg, ID 81116",802-869-0896x496,GB13VZQC18229232468722,full_coverage,7.2,0
CL000577,Courtney Clark,Male,55,married,Electrician,25861.61,519,FL,"61386 Gillespie Squares Suite 783, West Kristinmouth, OR 50969",+1-457-865-7868x00551,GB25UXPU64494363270561,comprehensive,3.7,1
CL000578,Jeffrey Lee,Male,51,single,Nurse,122726.73,696,CA,"00421 Ramos Motorway Apt. 520, West Christopher, OK 12649",001-585-705-6513,GB87RKBR14322987663279,full_coverage,3.2,0
CL000579,Amber Ramirez,Male,39,married,Accountant,41068.84,676,GA,"60891 Williams Lakes, East Carrie, NC 35532",(274)496-5990x527,GB81LTTN11435830407751,comprehensive,2.4,1
CL000580,Jeffrey Smith,Female,72,married,Police Officer,83854.96,674,OH,"68974 Lara Flats, Rodriguezmouth, IA 20816",3434192743,GB78NNNL60233616558062,full_coverage,0.4,0
CL000581,Gabriel Morgan,Female,66,married,Mechanic,76080.74,606,CA,"36702 Ramsey Creek, North Pamelastad, MH 98585",+1-368-870-6905x71121,GB13OWTG23539330548495,comprehensive,7.5,1
CL000582,Shelby Barnes,Male,52,single,Teacher,55057.66,737,NY,"9432 Jasmin Forks, East Josephfurt, TX 35243",(285)751-9020x41154,GB22DBTH34653363305754,liability_only,2.8,0
CL000583,Michael Brown,Female,78,single,Student,97996.13,654,MI,"64377 Danielle Drive Apt. 704, Brownburgh, MA 92744",001-892-383-3971x785,GB17OMTO50591739301055,full_coverage,5.5,0
CL000584,Leah Schroeder,Female,49,divorced,Freelancer,76795.35,730,NC,"633 Reed Harbor Apt. 106, East Jamieville, PA 04901",746-759-1166,GB92LVQM98864976776228,full_coverage,3.5,0
CL000585,Kimberly Wright,Female,75,widowed,Retired,51704.42,614,IL,"364 Johnson Rapids Suite 406, Janetport, VI 47024",(759)235-7076,GB92SIMF07856227192602,comprehensive,2.8,0
CL000586,Sandra Sandoval,Male,39,divorced,Teacher,119610.0,703,NY,"86801 Veronica Turnpike, South Mary, OR 85613",294-590-8170,GB40EPWM28058777701497,liability_only,7.6,0
CL000587,James Anderson,Female,33,single,Student,47738.69,796,FL,"USS Hart, FPO AA 85367",+1-396-446-0773x5956,GB69EBLD35639748925007,liability_only,3.3,0
CL000588,Jeff Burgess,Male,54,married,Manager,128741.95,649,NC,"735 Andrea Street Apt. 774, Acevedoport, NM 59631",+1-835-999-5843x835,GB19YDFL20193064691267,full_coverage,1.7,0
CL000589,Brandon Fisher,Female,62,single,Teacher,94476.52,758,CA,"53031 Kathy Neck, North Manuel, MO 70017",(887)453-3552,GB97BETV48747811282699,full_coverage,2.5,0
CL000590,Paul Martinez,Female,50,married,Retired,35385.73,540,FL,"29317 Dixon Isle, Port Johnview, TX 95032",550.355.7779x174,GB54EVJG45353811575092,liability_only,4.6,1
CL000591,Julia Williams,Female,64,married,Retail Worker,52035.93,655,NC,"369 Hayes Knoll, Lopezview, ID 26645",001-716-786-7088,GB15AMSY43944101042797,liability_only,2.6,0
CL000592,Corey Ramirez,Female,31,divorced,Retail Worker,44981.37,627,NC,"18188 Carr Road, East Susanshire, IA 48959",553.684.8111x570,GB12OLMB16426245546202,full_coverage,1.1,0
CL000593,Sandra Peterson,Female,79,single,Construction Worker,61357.56,714,MI,"223 Smith Villages Apt. 734, West Paul, PW 08635",+1-254-970-0603x981,GB09SYLD63521412022417,liability_only,2.8,0
CL000594,Austin Robertson,Male,79,single,Police Officer,70176.75,742,PA,"PSC 5641, Box 8541, APO AE 29118",+1-336-965-0285x91565,GB38UTDV57829052492219,liability_only,1.9,1
CL000595,Maria Garcia,Male,51,married,Retired,96356.71,671,IL,"141 Smith Corner Apt. 856, New David, PR 22574",(652)601-2017x40209,GB68NTQQ86659481827291,liability_only,3.5,0
CL000596,James Eaton,Female,30,single,Consultant,56788.98,824,GA,"5564 King Common, Smithside, AR 46371",247-201-2045x5611,GB12TFGS23126043260931,full_coverage,9.5,0
CL000597,Lawrence Garcia,Female,41,single,Sales Representative,35252.46,723,GA,"915 Laura Stravenue Apt. 801, East Bryanmouth, FM 18509",615.268.2342,GB29XEEX46267132025342,comprehensive,1.7,1
CL000598,Jeff Marsh,Female,66,single,Accountant,96959.2,713,CA,"0429 Denise Roads Suite 667, Brettside, UT 65933",721.307.5240x0330,GB70AWVZ97247254265416,comprehensive,3.9,0
CL000599,Mary Schmidt,Male,46,married,Retail Worker,120606.31,770,TX,"6398 Lyons Forges, Port Andreahaven, OK 25499",(732)978-6807x0423,GB53YUHC89959311699213,comprehensive,1.0,0
CL000600,Erik Mcdonald,Female,45,single,Accountant,98100.31,751,IL,"0164 Ellis Burgs Suite 436, Lake Daniellemouth, NH 34983",(735)776-8662x1380,GB59CTYI84542259551330,full_coverage,2.2,1
CL000601,Lisa Bell,Male,61,divorced,Software Engineer,100351.36,643,IL,"51109 Jimenez Junctions Apt. 363, Avilatown, PR 44433",001-904-917-3722x3426,GB03BWGV23812817189935,comprehensive,2.1,0
CL000602,Elizabeth Ramos,Female,19,widowed,Manager,47131.53,487,OH,"11275 Sanchez Walks Suite 311, Catherineborough, IA 14283",6882623065,GB79AHRD80364851002182,full_coverage,0.0,0
CL000603,Michael Johnson,Female,74,divorced,Accountant,50531.25,748,TX,"84616 Patel Row, East Katherine, LA 74933",+1-597-503-2043x474,GB73JJED06510046010413,liability_only,2.7,1
CL000604,George Cook,Other,74,divorced,Retail Worker,56948.37,706,OH,"07223 Henderson Wall Suite 217, Nortonland, VT 69016",001-598-998-7877x67751,GB68OVCE39818939720487,comprehensive,2.5,1
CL000605,Donald Wilson,Male,46,married,Warehouse Worker,22695.5,717,OH,"94746 Barbara Pike Apt. 797, Sherrystad, SD 05998",111-556-3646,GB06VMXE05449339271954,comprehensive,0.9,0
CL000606,Jason Black,Male,81,divorced,Truck Driver,125648.47,757,GA,"20715 Stephen Shoals Suite 205, Faithstad, VA 44616",001-435-444-0789x67788,GB68ZDYB07204094711246,comprehensive,1.6,0
CL000607,Jeremy Barnett,Female,28,single,Manager,110513.92,765,IL,"1048 Ortiz Common, Scottview, FL 57308",(944)370-4986,GB65DZAD87703325704430,liability_only,0.0,0
CL000608,Chad Larsen,Male,79,married,Consultant,47735.51,756,NY,"490 Danielle Centers Suite 381, Ramoshaven, OR 75659",(346)392-4704,GB43VGBC86432314565181,comprehensive,3.5,0
CL000609,Jacob Miller,Female,73,married,Warehouse Worker,40179.47,681,TX,"34374 Jessica Drives, Pamelafort, LA 04214",331-142-8063,GB23JHCZ67584252679679,full_coverage,5.1,0
CL000610,Cassandra Levine,Male,54,married,Chef,19642.63,693,FL,"673 Velasquez Points, Elizabethmouth, WI 56130",616-415-9994,GB10NZWC84553758268295,comprehensive,4.0,1
CL000611,Brian York,Other,36,single,Accountant,116994.63,747,NC,"23235 Watkins Views Suite 803, Nancyburgh, NY 68379",9505750781,GB20LIZZ42524777744496,comprehensive,0.7,0
CL000612,Kevin Johnson,Male,45,single,Retired,33476.0,647,IL,"60698 Peter Plains, Martinezmouth, MN 48343",277.393.8546,GB26EDAI07254539601609,liability_only,1.0,0
CL000613,Lisa Andersen,Female,38,single,Chef,85841.86,710,OH,"0792 Farley Lake Apt. 743, Lake Phillipton, IL 17762",(903)794-3988x442,GB81EVHN17949645495957,comprehensive,3.0,0
CL000614,Sherri Thompson,Female,59,married,Software Engineer,39889.09,547,GA,"2775 Owen Stream Suite 169, New Kelly, CT 10995",+1-688-839-2053x021,GB70IPSM95450090255905,comprehensive,4.4,0
CL000615,Molly Snyder,Female,57,married,Nurse,33636.99,615,NC,"1832 Sarah Harbors, East Jasonborough, MO 87750",(276)617-6404,GB79XMKV51128638110502,full_coverage,0.8,0
CL000616,Regina Patel,Male,29,widowed,Administrative Assistant,92918.92,753,NC,"4595 Laura Pine, South Kimberly, MH 55551",474.923.9354x3373,GB75QGTN92151002607721,full_coverage,2.9,0
CL000617,Steven Sims,Female,67,single,Nurse,103377.32,659,NY,"USCGC Huber, FPO AP 87858",(253)571-5573x1052,GB24CROH09507933773129,comprehensive,3.8,1
CL000618,Corey Potts,Male,55,married,Mechanic,173204.23,748,GA,"USNV Holmes, FPO AE 21460",+1-475-490-8268x00907,GB72ARUU71218945239596,liability_only,4.8,0
CL000619,Bonnie Clark,Female,47,single,Administrative Assistant,38541.77,629,NC,"1757 James Flat Apt. 888, Port Ryantown, FM 79800",817-950-2413x0078,GB72ULQW75585095914504,full_coverage,4.2,0
CL000620,Susan Thompson,Female,53,single,Truck Driver,78842.79,724,OH,"462 Thompson Meadow Suite 181, Katieberg, AZ 40932",984.850.4621,GB07IVGJ93941667407886,liability_only,2.2,2
CL000621,Nancy Hancock,Female,37,divorced,Chef,35028.63,527,NY,"46001 Matthew Flat Apt. 306, Simmonston, WV 73361",807-416-6555,GB17ZAVX17667347764329,full_coverage,0.1,0
CL000622,John Lawrence,Male,23,single,Police Officer,92586.1,673,CA,"756 Valerie Square, Port Brendan, WI 29412",331-142-5596,GB23JHCZ67584252679679,comprehensive,6.1,0
CL000623,Kevin Mueller,Male,63,married,Freelancer,31273.5,760,GA,"8369 Heidi Ford Apt. 341, Port Dana, MA 86253",929.985.6849,GB67AXPZ06007461433700,full_coverage,8.0,1
CL000624,Morgan Miller,Female,46,married,Student,149726.77,648,CA,"4368 Miller Stream Suite 387, Lopezland, PW 47396",674.905.4586x6182,GB88JCIF78531419887263,full_coverage,0.3,1
